Trt;Cq;delta_cq;DNA_copy;DNA_log10;rep_bio;ID;conservation_t;qPCR_mix;Date_stdcurve;Site
BO;29.67;;7943;3.89998456254939;1;BO7;90;GMM;25/11/2020;
ET;29.68;;7893;3.89724210280537;2;ET5;30;GMM;25/11/2020;
FI;29.84;;7125;3.85278486868055;1;FI1;7;GMM;25/11/2020;
FI;29.64;;8097;3.90832413927618;2;FI2;7;GMM;25/11/2020;
BO;29.97;;6556;3.81663894489846;1;BO1;7;GMM;25/11/2020;
ET;29.51;;8799;3.94443331770021;3;ET3;7;GMM;25/11/2020;
SP;30.94;;3526;3.5472823079633;3;SM3;7;GMM;25/11/2020;
ET;29.56;;8522;3.93054152986443;3;ET3;7;GMM;25/11/2020;
ET;29.27;;10259;4.01110502981598;1;ET4;30;GMM;25/11/2020;
CONTROL;28.95;;12589;4.09999123354468;2;TEM2;0;GMM;25/11/2020;
SI;29.71;;7743;3.88890925926353;1;SI4;30;GMM;25/11/2020;
BO;30.71;;4084;3.61108573341487;1;BO4;30;GMM;25/11/2020;
CONTROL;29.68;;7893;3.89724210280537;1;TEM1;0;GMM;25/11/2020;
FI;30.98;;3436;3.5360531551592;3;FI9;90;GMM;25/11/2020;
BO;29.3;;10064;4.00277062810119;3;BO3;7;GMM;25/11/2020;
SP;30.37;;5076;3.70552161342267;1;SM1;7;GMM;25/11/2020;
FI;29.25;;10391;4.0166573448222;2;FI2;7;GMM;25/11/2020;
SP;30.6;;4382;3.64167237322469;2;SM2;7;GMM;25/11/2020;
FI;29.44;;9202;3.96388222892878;2;FI2;7;GMM;25/11/2020;
SI;30.05;;6229;3.79441833087414;1;SI1;7;GMM;25/11/2020;
FI;27.49;;32030;4.50555693866382;3;FI6;30;GMM;25/11/2020;
SP;31.9;;1908;3.28057837036808;1;SM4;30;GMM;25/11/2020;
SP;32.77;;1094;3.03901732199741;3;SM9;90;GMM;25/11/2020;
ET;29.24;;10458;4.01944863749364;1;ET4;30;GMM;25/11/2020;
BO;29.73;;7644;3.88332067838298;1;BO7;90;GMM;25/11/2020;
SI;30.88;;3663;3.56383691866455;2;SI8;90;GMM;25/11/2020;
FI;29.7;;7792;3.89164894387056;3;FI3;7;GMM;25/11/2020;
BO;30.54;;4553;3.65829765030819;1;BO1;7;GMM;25/11/2020;
ET;29.07;;11659;4.06666130230068;1;ET1;7;GMM;25/11/2020;
FI;29.43;;9261;3.96665788420176;1;FI1;7;GMM;25/11/2020;
ET;29.41;;9380;3.97220283837906;2;ET2;7;GMM;25/11/2020;
ET;29.29;;10129;4.00556657113329;1;ET1;7;GMM;25/11/2020;
SI;29.49;;8913;3.95002390652333;1;SI4;30;GMM;25/11/2020;
FI;30.09;;6072;3.78333176288742;3;FI9;90;GMM;25/11/2020;
ET;29.29;;10129;4.00556657113329;2;ET8;90;GMM;25/11/2020;
SP;32.26;;1515;3.18041263283832;2;SM8;90;GMM;25/11/2020;
SI;29.58;;8414;3.92500250768098;1;SI4;30;GMM;25/11/2020;
BO;31.03;;3328;3.52218331761869;1;BO4;30;GMM;25/11/2020;
ET;29.81;;7263;3.8611160441614;1;ET1;7;GMM;25/11/2020;
ET;29.69;;7842;3.89442683796419;3;ET3;7;GMM;25/11/2020;
SI;30.03;;6310;3.80002935924413;3;SI3;7;GMM;25/11/2020;
SP;30.11;;5995;3.77778918743487;2;SM2;7;GMM;25/11/2020;
BO;30.04;;6269;3.79719826983896;2;BO2;7;GMM;25/11/2020;
FI;29.5;;8856;3.94723760787067;2;FI8;90;GMM;25/11/2020;
SP;32.28;;1496;3.17493159352844;1;SM4;30;GMM;25/11/2020;
BO;29.63;;8149;3.91110431780404;3;BO9;90;GMM;25/11/2020;
ET;28.78;;14035;4.14721241697046;3;ET9;90;GMM;25/11/2020;
ET;28.64;;15350;4.18610837981321;1;ET4;30;GMM;25/11/2020;
SI;32;;1790;3.25285303097989;3;SI9;90;GMM;25/11/2020;
SI;29.38;;9562;3.98054873935977;2;SI2;7;GMM;25/11/2020;
SI;29.63;;8149;3.91110431780404;1;SI1;7;GMM;25/11/2020;
SP;29.88;;6945;3.84167225007363;2;SM2;7;GMM;25/11/2020;
BO;29.52;;8743;3.94166047838839;1;BO1;7;GMM;25/11/2020;
SP;30.93;;3548;3.54998361115969;3;SM3;7;GMM;25/11/2020;
BO;29.67;;7943;3.89998456254939;2;BO2;7;GMM;25/11/2020;
ET;28.41;;17783;4.2500050284869;3;ET9;90;GMM;25/11/2020;
SP;32.31;;1468;3.16672605558005;2;SM8;90;GMM;25/11/2020;
FI;29.37;;9624;3.98335561433179;3;FI9;90;GMM;25/11/2020;
FI;27.34;;35255;4.54722071901306;2;FI5;30;GMM;25/11/2020;
FI;27.22;;38068;4.58056006063942;3;FI6;30;GMM;25/11/2020;
BO;30.75;;3981;3.5999921775841;3;BO6;30;GMM;25/11/2020;
SP;31.47;;2512;3.40001963506516;3;SM6;30;GMM;25/11/2020;
SP;31.89;;1920;3.28330122870355;2;SM5;30;GMM;25/11/2020;
QNC2;No Cq;;1;0;NA;neg2_q;0;GMM;25/11/2020;
ET;29.75;;7547;3.8777743499914;2;ET8;90;GMM;25/11/2020;
SP;31.36;;2695;3.43055876952276;3;SM6;30;GMM;25/11/2020;
BO;31.49;;2480;3.39445168082622;2;BO5;30;GMM;25/11/2020;
SI;30.16;;5806;3.76387703149565;2;SI5;30;GMM;25/11/2020;
FI;29.56;;8522;3.93054152986443;1;FI4;30;GMM;25/11/2020;
FI;29.31;;10000;4;2;FI8;90;GMM;25/11/2020;
FI;28.11;;21544;4.33332634040345;2;FI5;30;GMM;25/11/2020;
ET;30.08;;6111;3.78611228371983;1;ET7;90;GMM;25/11/2020;
CONTROL;29.13;;11220;4.04999285692014;2;TEM2;0;GMM;25/11/2020;
SP;32.96;;969;2.98632377705077;1;SM7;90;GMM;25/11/2020;
ET;29.37;;9624;3.98335561433179;2;ET5;30;GMM;25/11/2020;
SI;29.27;;10259;4.01110502981598;2;SI5;30;GMM;25/11/2020;
SI;29.97;;6556;3.81663894489846;3;SI6;30;GMM;25/11/2020;
BO;30.97;;3459;3.53895056201436;3;BO6;30;GMM;25/11/2020;
BO;30.86;;3711;3.56949095434878;3;BO6;30;GMM;25/11/2020;
CONTROL;30.2;;5659;3.75273969393533;3;TEM3;0;GMM;25/11/2020;
SP;32.99;;950;2.97772360528885;3;SM9;90;GMM;25/11/2020;
CONTROL;29.79;;7356;3.86664172056604;3;TEM3;0;GMM;25/11/2020;
BO;30.22;;5588;3.74725639744214;2;BO5;30;GMM;25/11/2020;
FI;27.99;;23263;4.36666572068616;2;FI5;30;GMM;25/11/2020;
SI;30.1;;6033;3.7805333253164;3;SI6;30;GMM;25/11/2020;
ET;29.52;;8743;3.94166047838839;3;ET6;30;GMM;25/11/2020;
FI;29.74;;7595;3.88052777819881;1;FI4;30;GMM;25/11/2020;
SI;30.07;;6150;3.78887511577542;2;SI5;30;GMM;25/11/2020;
FI;27.21;;38312;4.58333482403455;3;FI6;30;GMM;25/11/2020;
SP;32.49;;1308;3.11660774398825;2;SM8;90;GMM;25/11/2020;
BO;30.3;;5309;3.72501272534116;3;BO9;90;GMM;25/11/2020;
FI;29.78;;7404;3.86946641008087;2;FI8;90;GMM;25/11/2020;
SI;30.14;;5881;3.76945117940204;1;SI7;90;GMM;25/11/2020;
BO;29.34;;9810;3.99166900737995;1;BO7;90;GMM;25/11/2020;
SP;32.27;;1506;3.17782497186468;1;SM7;90;GMM;25/11/2020;
FI;29.67;;7943;3.89998456254939;1;FI4;30;GMM;25/11/2020;
ET;29.55;;8577;3.93333541007765;2;ET8;90;GMM;25/11/2020;
ET;29.69;;7842;3.89442683796419;1;ET7;90;GMM;25/11/2020;
BO;31.1;;3183;3.502836638621;2;BO5;30;GMM;25/11/2020;
SP;32.11;;1668;3.22219604630172;3;SM9;90;GMM;25/11/2020;
BO;30.55;;4524;3.65552259625342;2;BO8;90;GMM;25/11/2020;
SI;30.05;;6229;3.79441833087414;1;SI7;90;GMM;25/11/2020;
SI;30.39;;5012;3.70001106232211;3;SI6;30;GMM;25/11/2020;
SP;30.73;;4032;3.60552052343747;3;SM6;30;GMM;25/11/2020;
ET;28.99;;12271;4.08887995610805;3;ET6;30;GMM;25/11/2020;
SI;29.81;;7263;3.8611160441614;1;SI7;90;GMM;25/11/2020;
BO;30.5;;4671;3.66940986728778;2;BO8;90;GMM;25/11/2020;
ET;29.14;;11149;4.04723591545968;3;ET9;90;GMM;25/11/2020;
ET;29.34;;9810;3.99166900737995;3;ET6;30;GMM;25/11/2020;
ET;28.88;;13166;4.11945385075606;1;ET7;90;GMM;25/11/2020;
FI;29.74;;7595;3.88052777819881;1;FI7;90;GMM;25/11/2020;
SP;31.5;;2464;3.39164070349239;1;SM7;90;GMM;25/11/2020;
FI;28.71;;14678;4.16666688336361;1;FI7;90;GMM;25/11/2020;
Es_28;27.95;0.23;;;;;;EMM;;B
BDA_47;19;0;;;;;;EMM;;D
CAC002;24.79;0;;;;;;EMM;;C
Es_56;27.75;0;;;;;;EMM;;B
BDA_83;18.76;0;;;;;;EMM;;D
PH_113;22.23;0;;;;;;EMM;;A
SHE003;24.72;0.18;;;;;;EMM;;C
FF_S6;21.54;0;;;;;;EMM;;
BDA_71;19.8;0;;;;;;EMM;;D
Es_47;26.37;0;;;;;;EMM;;B
EDN002;24.75;0;;;;;;EMM;;C
PH_169;18.92;0;;;;;;EMM;;A
Es_28;26.48;1.7;;;;;;TPM;;B
BDA_47;17.63;1.37;;;;;;TPM;;D
CAC002;24.06;0.73;;;;;;TPM;;C
Es_56;26.71;1.04;;;;;;TPM;;B
BDA_83;17.94;0.82;;;;;;TPM;;D
PH_129;20.73;1.56;;;;;;TPM;;A
SHE003;23.6;1.3;;;;;;TPM;;C
FF_S6;20.78;0.76;;;;;;TPM;;
BDA_71;17.68;2.12;;;;;;TPM;;D
Es_47;25.61;0.76;;;;;;TPM;;B
EDN002;23.6;1.15;;;;;;TPM;;C
PH_169;18.16;0.76;;;;;;TPM;;A
Es_28;28.18;0;;;;;;GMM;;B
BDA_47;18.82;0.18;;;;;;GMM;;D
CAC002;24.76;0.03;;;;;;GMM;;C
Es_56;27.37;0.38;;;;;;GMM;;B
BDA_83;19;0.24;;;;;;GMM;;D
PH_113;22;0.23;;;;;;GMM;;A
PH_129;22.29;0;;;;;;GMM;;A
SHE003;24.9;0;;;;;;GMM;;C
FF_S6;21.9;0.36;;;;;;GMM;;
BDA_71;18.74;1.06;;;;;;GMM;;D
Es_47;26.36;0.01;;;;;;GMM;;B
EDN002;24.69;0.06;;;;;;GMM;;C
PH_169;18.82;0.1;;;;;;GMM;;A
BTTZ;16.39;1.67;32801468.7797654;;;;;;;C
PW;13.26;4.8;249786281.879555;;;;;;;C
PW;15.82;2.24;39026099.2898561;;;;;;;B
PW;14.96;3.1;63396735.6841033;;;;;;;D
PW;16.04;2.02;36874177.684119;;;;;;;B
BTT;15.9;2.16;45691412.5259156;;;;;;;D
BTTZ;13.55;4.51;203728859.731597;;;;;;;A
PW;13.98;4.08;128462844.497055;;;;;;;D
BTTZ;15.59;2.47;53754445.4863184;;;;;;;D
BTT;14.57;3.49;98221803.4424128;;;;;;;B
BTTZ;16.08;1.98;44784509.667956;;;;;;;C
BTT;11.86;6.2;703202218.345859;;;;;;;A
BTT;17.91;0.15;12589789.7753423;;;;;;;C
PW;14.18;3.88;148228741.187798;;;;;;;D
BTTZ;14.77;3.29;95178373.0411963;;;;;;;B
BTT;17.97;0.09;13118130.0337148;;;;;;;C
BTTZ;15.26;2.8;62867170.2553593;;;;;;;D
PW;16.84;1.22;24086051.1775821;;;;;;;A
PW;16.74;1.32;28671330.9425027;;;;;;;A
PW;15.38;2.68;76021010.5961019;;;;;;;B
BTTZ;13.13;4.93;244865317.279038;;;;;;;A
PW;16.61;1.45;29721562.068975;;;;;;;A
BTT;15.42;2.64;73678006.3488712;;;;;;;D
BTT;14.15;3.91;120650044.719348;;;;;;;B
BTTZ;13.35;4.71;229472734.58279;;;;;;;A
BTTZ;14.53;3.53;126036973.988979;;;;;;;B
PW;13.17;4.89;327046241.174814;;;;;;;C
BTTZ;14.62;3.44;122359696.663988;;;;;;;B
BTTZ;15.74;2.32;54272992.9282434;;;;;;;C
BTT;15.28;2.78;68376594.9743072;;;;;;;D
BTTZ;14.94;3.12;93999326.3118346;;;;;;;D
BTT;11.71;6.35;594514083.195456;;;;;;;A
PW;13.3;4.76;261532679.659197;;;;;;;C
BTT;11.56;6.5;670348314.299607;;;;;;;A
BTT;18.06;0;13309657.5495185;;;;;;;C
BTT;14.86;3.2;84952969.64603;;;;;;;B
