Trt;Cq;delta_cq;DNA_copy;DNA_log10;rep_bio;ID;conservation_t;qPCR_mix;Date_stdcurve;Site
SNC2;No Cq;;0;0;NA;neg2_BO7;7;GMM;25/11/2020;
FNC2;No Cq;;0;0;NA;neg2_F2;7;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM7;7;GMM;25/11/2020;
FE;33,01;;1928.939292;3.28531856;1;TEM1;0;GMM;19/10/2020;
FE;33,04;;1892.379829;3.27700831;3;TEM3;0;GMM;19/10/2020;
ET;33,52;;1393.298987;3.144044321;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET7;7;GMM;25/11/2020;
SI;32,86;;2122.608046;3.326869806;3;SI9;90;GMM;19/10/2020;
SP;33,79;;1172.87594;3.069252078;2;SM8;90;GMM;19/10/2020;
FO;33,61;;1315.568825;3.119113573;2;BO8;90;GMM;19/10/2020;
ET;32,62;;2473.727178;3.393351801;3;ET9;90;GMM;19/10/2020;
FI;33,1;;1821.326521;3.260387812;2;FI8;90;GMM;19/10/2020;
FO;33,85;;1128.837892;3.052631579;2;BO8;90;GMM;19/10/2020;
FE;32,66;;2411.41228;3.382271468;1;TEM1;0;GMM;19/10/2020;
SI;32,98;;1966.205057;3.293628809;2;SI8;90;GMM;19/10/2020;
FO;32,62;;2473.727178;3.393351801;3;BO9;90;GMM;19/10/2020;
SP;33,7;;1242.175118;3.094182825;2;SM8;90;GMM;19/10/2020;
FO;33,67;;1266.173077;3.102493075;1;BO7;90;GMM;19/10/2020;
SP;34,18;;914.5739699;2.961218837;3;SM9;90;GMM;19/10/2020;
SI;33,41;;1494.566472;3.174515235;1;SI7;90;GMM;19/10/2020;
ET;32,71;;2335.721469;3.368421053;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET7;7;GMM;25/11/2020;
FE;32,02;;3627.077094;3.559556787;1;TEM1;0;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM30;30;GMM;25/11/2020;
FO;37,72;;95.63336081;1.980609418;3;BO6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO30;30;GMM;25/11/2020;
FI;33,98;;1039.011845;3.016620499;3;FI6;30;GMM;19/10/2020;
SI;36,97;;154.2999023;2.188365651;3;SI6;30;GMM;19/10/2020;
FO;38,12;;74.09793315;1.869806094;2;BO5;30;GMM;19/10/2020;
SP;39,63;;28.28287445;1.451523546;1;SM4;30;GMM;19/10/2020;
SI;36,98;;153.3188552;2.185595568;3;SI6;30;GMM;19/10/2020;
SP;39,68;;27.39511515;1.43767313;2;SM5;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI30;30;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_SI30;30;GMM;25/11/2020;
SP;38,98;;42.81332399;1.631578947;3;SM6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET30;30;GMM;25/11/2020;
SP;38,52;;57.41201241;1.75900277;2;SM5;30;GMM;19/10/2020;
SI;37,23;;130.7204368;2.11634349;3;SI6;30;GMM;19/10/2020;
SI;37,03;;148.5063939;2.171745152;1;SI4;30;GMM;19/10/2020;
ET;35,92;;301.4563085;2.479224377;3;ET6;30;GMM;19/10/2020;
FI;34,5;;745.7206635;2.872576177;2;FI5;30;GMM;19/10/2020;
ENC2;No Cq;;0;0;NA;neg2_E3;30;GMM;19/10/2020;
ET;36;;286.4598182;2.457063712;1;ET4;30;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F3;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI30;30;GMM;25/11/2020;
FI;33,92;;1079.545614;3.033240997;2;FI5;30;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F3;30;GMM;19/10/2020;
FO;37,69;;97.48093084;1.988919668;2;BO5;30;GMM;19/10/2020;
ET;35,37;;428.1332399;2.631578947;1;ET4;30;GMM;19/10/2020;
ET;36,61;;194.1282067;2.288088643;2;ET5;30;GMM;19/10/2020;
FI;36,82;;169.7918724;2.229916898;1;FI4;30;GMM;19/10/2020;
FO;37,97;;81.53749046;1.911357341;3;BO6;30;GMM;19/10/2020;
ET;36,48;;210.911239;2.324099723;3;ET6;30;GMM;19/10/2020;
ENC2;No Cq;;0;0;NA;neg2_E3;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI30;30;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_BO30;30;GMM;25/11/2020;
FI;33,89;;1100.401684;3.041551247;3;FI6;30;GMM;19/10/2020;
SI;36,34;;230.6114606;2.362880886;2;SI5;30;GMM;19/10/2020;
FO;38,07;;76.4991324;1.88365651;1;BO4;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET30;30;GMM;25/11/2020;
ET;35,93;;299.5396332;2.476454294;2;ET5;30;GMM;19/10/2020;
SP;38,64;;53.18164576;1.725761773;2;SM5;30;GMM;19/10/2020;
FO;37,39;;118.0380865;2.072022161;1;BO4;30;GMM;19/10/2020;
FI;32,43;;2792.436972;3.44598338;3;FI6;30;GMM;19/10/2020;
ET;34,99;;545.5594781;2.736842105;1;ET4;30;GMM;19/10/2020;
SP;38,36;;63.58052354;1.8033241;1;SM4;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM30;30;GMM;25/11/2020;
SI;36,9;;161.345268;2.207756233;1;SI4;30;GMM;19/10/2020;
FO;37,2;;133.2458647;2.12465374;3;BO6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO30;30;GMM;25/11/2020;
FI;35,86;;313.2166753;2.495844875;1;FI4;30;GMM;19/10/2020;
SP;38,08;;76.01274682;1.880886427;1;SM4;30;GMM;19/10/2020;
SP;37,4;;117.287594;2.069252078;3;SM6;30;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F3;30;GMM;19/10/2020;
FI;35,62;;365.0285807;2.56232687;1;FI4;30;GMM;19/10/2020;
QNC2;No Cq;;0;0;;neg2_q;30;GMM;19/10/2020;
FI;33,85;;1128.837892;3.052631579;2;FI5;30;GMM;19/10/2020;
SP;37,76;;93.22429031;1.969529086;3;SM6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM30;30;GMM;25/11/2020;
SI;35,52;;389.0699605;2.590027701;1;SI4;30;GMM;19/10/2020;
FO;37,13;;139.3298987;2.144044321;1;BO4;30;GMM;19/10/2020;
ET;35,73;;340.2953038;2.531855956;3;ET6;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET30;30;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_SI30;30;GMM;25/11/2020;
ENC2;No Cq;;0;0;NA;neg2_E3;30;GMM;19/10/2020;
SI;36,34;;230.6114606;2.362880886;2;SI5;30;GMM;19/10/2020;
FO;36,79;;173.0721333;2.238227147;2;BO5;30;GMM;19/10/2020;
ET;34,63;;686.3807532;2.836565097;2;ET5;30;GMM;19/10/2020;
SI;36,39;;223.372894;2.349030471;2;SI5;30;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI30;30;GMM;25/11/2020;
FO;28,79;;28463.84913;4.454293629;3;BO9;90;GMM;19/10/2020;
SP;30,66;;8635.511933;3.936288089;1;SM7;90;GMM;19/10/2020;
SI;29,16;;22480.21984;4.351800554;2;SI8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI90;90;GMM;25/11/2020;
FO;29,1;;23357.21469;4.368421053;2;BO8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM90;90;GMM;25/11/2020;
ET;27,75;;55256.35987;4.742382271;3;ET9;90;GMM;19/10/2020;
ENC2;No Cq;;0;0;NA;neg2_E4;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI90;90;GMM;25/11/2020;
FI;29,66;;16341.6686;4.213296399;3;FI9;90;GMM;19/10/2020;
SI;30,4;;10193.19305;4.008310249;3;SI9;90;GMM;19/10/2020;
FI;28,96;;25538.90167;4.407202216;1;FI7;90;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F4;90;GMM;19/10/2020;
SP;31,56;;4863.854888;3.686980609;3;SM9;90;GMM;19/10/2020;
FI;29,65;;16446.23464;4.216066482;3;FI9;90;GMM;19/10/2020;
SI;28,75;;29199.40227;4.465373961;1;SI7;90;GMM;19/10/2020;
ENC2;No Cq;;0;0;NA;neg2_E4;90;GMM;19/10/2020;
SP;31,28;;5814.909183;3.764542936;1;SM7;90;GMM;19/10/2020;
SI;29,49;;18213.26521;4.260387812;2;SI8;90;GMM;19/10/2020;
ET;28,99;;25054.85922;4.398891967;2;ET8;90;GMM;19/10/2020;
ET;28,97;;25376.52397;4.404432133;2;ET8;90;GMM;19/10/2020;
SI;28,8;;28282.87445;4.451523546;1;SI7;90;GMM;19/10/2020;
SI;30,5;;9563.336081;3.980609418;3;SI9;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO90;90;GMM;25/11/2020;
ET;28,77;;28829.27992;4.459833795;1;ET7;90;GMM;19/10/2020;
QNC2;No Cq;;0;0;;neg2_q;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI90;90;GMM;25/11/2020;
FI;28,57;;32751.8214;4.515235457;2;FI8;90;GMM;19/10/2020;
FO;28,63;;31522.08664;4.498614958;1;BO7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_FI90;90;GMM;25/11/2020;
SP;31,62;;4681.231414;3.670360111;3;SM9;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM90;90;GMM;25/11/2020;
SNC2;No Cq;;0;0;NA;neg2_FI90;90;GMM;25/11/2020;
ENC2;No Cq;;0;0;NA;neg2_E4;90;GMM;19/10/2020;
FO;28,73;;29574.2764;4.470914127;3;BO9;90;GMM;19/10/2020;
SP;30,85;;7649.91324;3.88365651;1;SM7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET90;90;GMM;25/11/2020;
SP;31,81;;4146.947448;3.617728532;2;SM8;90;GMM;19/10/2020;
FI;29,11;;23208.70827;4.36565097;2;FI8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SI90;90;GMM;25/11/2020;
ET;28,15;;42813.32399;4.631578947;3;ET9;90;GMM;19/10/2020;
FI;28,6;;32131.07144;4.506925208;1;FI7;90;GMM;19/10/2020;
FNC2;No Cq;;0;0;NA;neg2_F4;90;GMM;19/10/2020;
FI;29,34;;20041.90772;4.301939058;3;FI9;90;GMM;19/10/2020;
FO;28,14;;43087.27519;4.63434903;1;BO7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO90;90;GMM;25/11/2020;
FI;28,92;;26198.86931;4.418282548;1;FI7;90;GMM;19/10/2020;
ET;29,37;;19662.05057;4.293628809;2;ET8;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_BO90;90;GMM;25/11/2020;
FNC2;No Cq;;0;0;NA;neg2_F4;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_SM90;90;GMM;25/11/2020;
ET;28,54;;33384.56382;4.523545706;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET90;90;GMM;25/11/2020;
SI;30,69;;8471.841839;3.927977839;3;SI9;90;GMM;19/10/2020;
SP;30,97;;7086.234376;3.850415512;2;SM8;90;GMM;19/10/2020;
FO;28,92;;26198.86931;4.418282548;2;BO8;90;GMM;19/10/2020;
ET;28,13;;43362.97933;4.637119114;3;ET9;90;GMM;19/10/2020;
FI;28,17;;42270.6359;4.626038781;2;FI8;90;GMM;19/10/2020;
FO;28,96;;25538.90167;4.407202216;2;BO8;90;GMM;19/10/2020;
SI;29;;24895.55908;4.396121884;2;SI8;90;GMM;19/10/2020;
FO;28,83;;27746.82509;4.443213296;3;BO9;90;GMM;19/10/2020;
SP;30,63;;8802.344019;3.944598338;2;SM8;90;GMM;19/10/2020;
FO;27,87;;51184.83106;4.709141274;1;BO7;90;GMM;19/10/2020;
SP;30,69;;8471.841839;3.927977839;3;SM9;90;GMM;19/10/2020;
SI;28,35;;37685.76063;4.576177285;1;SI7;90;GMM;19/10/2020;
ET;28,22;;40943.8206;4.612188366;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;0;0;NA;neg2_ET90;90;GMM;25/11/2020;
FO;29,19;;22054.14902;4.343490305;3;BO3;7;GMM;25/11/2020;
SP;30,53;;9382.080803;3.972299169;1;SM1;7;GMM;25/11/2020;
SI;29,36;;19787.86287;4.296398892;2;SI2;7;GMM;25/11/2020;
QNC2;No Cq;;0;0;NA;neg2_q;0;GMM;25/11/2020;
FO;30,58;;9087.590596;3.958448753;2;BO2;7;GMM;25/11/2020;
FE;29,61;;16871.23266;4.227146814;1;TEM1;0;GMM;25/11/2020;
FO;30,05;;12742.74986;4.105263158;3;BO9;90;GMM;25/11/2020;
FE;28,65;;31122.52269;4.493074792;2;TEM2;0;GMM;25/11/2020;
ET;29,12;;23061.14606;4.362880886;2;ET5;30;GMM;25/11/2020;
SI;32,09;;3468.695724;3.540166205;3;SI9;90;GMM;25/11/2020;
FI;29,93;;13756.37972;4.138504155;1;FI7;90;GMM;25/11/2020;
FO;29,56;;17417.95764;4.24099723;3;BO3;7;GMM;25/11/2020;
FI;29,66;;16341.6686;4.213296399;3;FI3;7;GMM;25/11/2020;
SI;29,89;;14111.86742;4.149584488;3;SI3;7;GMM;25/11/2020;
FI;29,11;;23208.70827;4.36565097;1;FI1;7;GMM;25/11/2020;
FI;29,57;;17307.21333;4.238227147;3;FI3;7;GMM;25/11/2020;
SP;31,41;;5352.194112;3.728531856;3;SM3;7;GMM;25/11/2020;
FO;31,14;;6358.052354;3.8033241;1;BO4;30;GMM;25/11/2020;
SI;30,5;;9563.336081;3.980609418;2;SI8;90;GMM;25/11/2020;
FE;29,41;;19166.74992;4.282548476;1;TEM1;0;GMM;25/11/2020;
FE;29,22;;21636.15357;4.335180055;3;TEM3;0;GMM;25/11/2020;
SP;31,96;;3768.576063;3.576177285;2;SM5;30;GMM;25/11/2020;
